[0921/095759:ERROR:renderer_main.cc(227)] Running without renderer sandbox
[0921/130720:INFO:CONSOLE(1001)] "在该浏览器下，不支持创建子页面", source: http://192.168.1.107:8020/yikuaiwan20150915/js/mui.min.js (1001)
[0921/130723:INFO:CONSOLE(0)] "XMLHttpRequest cannot load http://120.26.131.83:81/project/getDetail. No 'Access-Control-Allow-Origin' header is present on the requested resource. Origin 'http://192.168.1.107:8020' is therefore not allowed access.", source: http://192.168.1.107:8020/yikuaiwan20150915/DetailsofTasks_subpage.html (0)
[0921/130723:INFO:CONSOLE(239)] "XMLHttpRequest.readyState.login:4", source: http://192.168.1.107:8020/yikuaiwan20150915/DetailsofTasks_subpage.html (239)
[0921/130723:INFO:CONSOLE(240)] "XMLHttpRequest.status:0", source: http://192.168.1.107:8020/yikuaiwan20150915/DetailsofTasks_subpage.html (240)
[0921/130754:INFO:CONSOLE(14)] "Uncaught TypeError: Cannot read property 'getElementsByTagName' of undefined", source: http://192.168.1.107:8020/yikuaiwan20150915/js/TouchSlide.1.1.js (14)
[0921/130754:INFO:CONSOLE(0)] "XMLHttpRequest cannot load http://120.26.131.83:81/project/getDetail. No 'Access-Control-Allow-Origin' header is present on the requested resource. Origin 'http://192.168.1.107:8020' is therefore not allowed access.", source: http://192.168.1.107:8020/yikuaiwan20150915/DetailsofAction_subpage.html (0)
[0921/130754:INFO:CONSOLE(490)] "XMLHttpRequest.readyState:4", source: http://192.168.1.107:8020/yikuaiwan20150915/DetailsofAction_subpage.html (490)
[0921/130754:INFO:CONSOLE(491)] "XMLHttpRequest.status:0", source: http://192.168.1.107:8020/yikuaiwan20150915/DetailsofAction_subpage.html (491)
[0921/130818:INFO:CONSOLE(0)] "XMLHttpRequest cannot load http://120.26.131.83:81/project/getDetail. No 'Access-Control-Allow-Origin' header is present on the requested resource. Origin 'http://192.168.1.107:8020' is therefore not allowed access.", source: http://192.168.1.107:8020/yikuaiwan20150915/DetailsofTasks_subpage.html (0)
[0921/130818:INFO:CONSOLE(239)] "XMLHttpRequest.readyState.login:4", source: http://192.168.1.107:8020/yikuaiwan20150915/DetailsofTasks_subpage.html (239)
[0921/130818:INFO:CONSOLE(240)] "XMLHttpRequest.status:0", source: http://192.168.1.107:8020/yikuaiwan20150915/DetailsofTasks_subpage.html (240)
[0921/130824:INFO:CONSOLE(0)] "XMLHttpRequest cannot load http://120.26.131.83:81/project/getDetail. No 'Access-Control-Allow-Origin' header is present on the requested resource. Origin 'http://192.168.1.107:8020' is therefore not allowed access.", source: http://192.168.1.107:8020/yikuaiwan20150915/DetailsofTasks_subpage.html (0)
[0921/130824:INFO:CONSOLE(239)] "XMLHttpRequest.readyState.login:4", source: http://192.168.1.107:8020/yikuaiwan20150915/DetailsofTasks_subpage.html (239)
[0921/130824:INFO:CONSOLE(240)] "XMLHttpRequest.status:0", source: http://192.168.1.107:8020/yikuaiwan20150915/DetailsofTasks_subpage.html (240)
[0921/130834:INFO:CONSOLE(14)] "Uncaught TypeError: Cannot read property 'getElementsByTagName' of undefined", source: http://192.168.1.107:8020/yikuaiwan20150915/js/TouchSlide.1.1.js (14)
[0921/130834:INFO:CONSOLE(0)] "XMLHttpRequest cannot load http://120.26.131.83:81/project/getDetail. No 'Access-Control-Allow-Origin' header is present on the requested resource. Origin 'http://192.168.1.107:8020' is therefore not allowed access.", source: http://192.168.1.107:8020/yikuaiwan20150915/DetailsofAction_subpage.html (0)
[0921/130834:INFO:CONSOLE(490)] "XMLHttpRequest.readyState:4", source: http://192.168.1.107:8020/yikuaiwan20150915/DetailsofAction_subpage.html (490)
[0921/130834:INFO:CONSOLE(491)] "XMLHttpRequest.status:0", source: http://192.168.1.107:8020/yikuaiwan20150915/DetailsofAction_subpage.html (491)
[0921/130840:INFO:CONSOLE(0)] "XMLHttpRequest cannot load http://120.26.131.83:81/project/getDetail. No 'Access-Control-Allow-Origin' header is present on the requested resource. Origin 'http://192.168.1.107:8020' is therefore not allowed access.", source: http://192.168.1.107:8020/yikuaiwan20150915/DetailsofTasks_subpage.html (0)
[0921/130840:INFO:CONSOLE(239)] "XMLHttpRequest.readyState.login:4", source: http://192.168.1.107:8020/yikuaiwan20150915/DetailsofTasks_subpage.html (239)
[0921/130840:INFO:CONSOLE(240)] "XMLHttpRequest.status:0", source: http://192.168.1.107:8020/yikuaiwan20150915/DetailsofTasks_subpage.html (240)
[0921/130845:INFO:CONSOLE(0)] "XMLHttpRequest cannot load http://120.26.131.83:81/project/getDetail. No 'Access-Control-Allow-Origin' header is present on the requested resource. Origin 'http://192.168.1.107:8020' is therefore not allowed access.", source: http://192.168.1.107:8020/yikuaiwan20150915/DetailsofTasks_subpage.html (0)
[0921/130845:INFO:CONSOLE(240)] "XMLHttpRequest.readyState.login:4", source: http://192.168.1.107:8020/yikuaiwan20150915/DetailsofTasks_subpage.html (240)
[0921/130845:INFO:CONSOLE(241)] "XMLHttpRequest.status:0", source: http://192.168.1.107:8020/yikuaiwan20150915/DetailsofTasks_subpage.html (241)
[0921/130849:INFO:CONSOLE(14)] "Uncaught TypeError: Cannot read property 'getElementsByTagName' of undefined", source: http://192.168.1.107:8020/yikuaiwan20150915/js/TouchSlide.1.1.js (14)
[0921/130849:INFO:CONSOLE(0)] "XMLHttpRequest cannot load http://120.26.131.83:81/project/getDetail. No 'Access-Control-Allow-Origin' header is present on the requested resource. Origin 'http://192.168.1.107:8020' is therefore not allowed access.", source: http://192.168.1.107:8020/yikuaiwan20150915/DetailsofAction_subpage.html (0)
[0921/130849:INFO:CONSOLE(490)] "XMLHttpRequest.readyState:4", source: http://192.168.1.107:8020/yikuaiwan20150915/DetailsofAction_subpage.html (490)
[0921/130849:INFO:CONSOLE(491)] "XMLHttpRequest.status:0", source: http://192.168.1.107:8020/yikuaiwan20150915/DetailsofAction_subpage.html (491)
[0921/130903:INFO:CONSOLE(0)] "XMLHttpRequest cannot load http://120.26.131.83:81/project/getDetail. No 'Access-Control-Allow-Origin' header is present on the requested resource. Origin 'http://192.168.1.107:8020' is therefore not allowed access.", source: http://192.168.1.107:8020/yikuaiwan20150915/DetailsofTasks_subpage.html (0)
[0921/130903:INFO:CONSOLE(240)] "XMLHttpRequest.readyState.login:4", source: http://192.168.1.107:8020/yikuaiwan20150915/DetailsofTasks_subpage.html (240)
[0921/130903:INFO:CONSOLE(241)] "XMLHttpRequest.status:0", source: http://192.168.1.107:8020/yikuaiwan20150915/DetailsofTasks_subpage.html (241)
[0921/130918:INFO:CONSOLE(0)] "XMLHttpRequest cannot load http://120.26.131.83:81/project/getDetail. No 'Access-Control-Allow-Origin' header is present on the requested resource. Origin 'http://192.168.1.107:8020' is therefore not allowed access.", source: http://192.168.1.107:8020/yikuaiwan20150915/DetailsofTasks_subpage.html (0)
[0921/130918:INFO:CONSOLE(303)] "XMLHttpRequest.readyState.login:4", source: http://192.168.1.107:8020/yikuaiwan20150915/DetailsofTasks_subpage.html (303)
[0921/130918:INFO:CONSOLE(304)] "XMLHttpRequest.status:0", source: http://192.168.1.107:8020/yikuaiwan20150915/DetailsofTasks_subpage.html (304)
[0921/130928:INFO:CONSOLE(14)] "Uncaught TypeError: Cannot read property 'getElementsByTagName' of undefined", source: http://192.168.1.107:8020/yikuaiwan20150915/js/TouchSlide.1.1.js (14)
[0921/130929:INFO:CONSOLE(0)] "XMLHttpRequest cannot load http://120.26.131.83:81/project/getDetail. No 'Access-Control-Allow-Origin' header is present on the requested resource. Origin 'http://192.168.1.107:8020' is therefore not allowed access.", source: http://192.168.1.107:8020/yikuaiwan20150915/DetailsofAction_subpage.html (0)
[0921/130929:INFO:CONSOLE(490)] "XMLHttpRequest.readyState:4", source: http://192.168.1.107:8020/yikuaiwan20150915/DetailsofAction_subpage.html (490)
[0921/130929:INFO:CONSOLE(491)] "XMLHttpRequest.status:0", source: http://192.168.1.107:8020/yikuaiwan20150915/DetailsofAction_subpage.html (491)
[0921/130942:INFO:CONSOLE(0)] "XMLHttpRequest cannot load http://120.26.131.83:81/project/getDetail. No 'Access-Control-Allow-Origin' header is present on the requested resource. Origin 'http://192.168.1.107:8020' is therefore not allowed access.", source: http://192.168.1.107:8020/yikuaiwan20150915/DetailsofTasks_subpage.html (0)
[0921/130942:INFO:CONSOLE(303)] "XMLHttpRequest.readyState.login:4", source: http://192.168.1.107:8020/yikuaiwan20150915/DetailsofTasks_subpage.html (303)
[0921/130942:INFO:CONSOLE(304)] "XMLHttpRequest.status:0", source: http://192.168.1.107:8020/yikuaiwan20150915/DetailsofTasks_subpage.html (304)
[0921/131000:INFO:CONSOLE(1001)] "在该浏览器下，不支持创建子页面", source: http://192.168.1.107:8020/yikuaiwan20150915/js/mui.min.js (1001)
[0921/131008:INFO:CONSOLE(0)] "XMLHttpRequest cannot load http://120.26.131.83:81/project/getDetail. No 'Access-Control-Allow-Origin' header is present on the requested resource. Origin 'http://192.168.1.107:8020' is therefore not allowed access.", source: http://192.168.1.107:8020/yikuaiwan20150915/DetailsofTasks_subpage.html (0)
[0921/131008:INFO:CONSOLE(303)] "XMLHttpRequest.readyState.login:4", source: http://192.168.1.107:8020/yikuaiwan20150915/DetailsofTasks_subpage.html (303)
[0921/131008:INFO:CONSOLE(304)] "XMLHttpRequest.status:0", source: http://192.168.1.107:8020/yikuaiwan20150915/DetailsofTasks_subpage.html (304)
[0921/131010:INFO:CONSOLE(14)] "Uncaught TypeError: Cannot read property 'getElementsByTagName' of undefined", source: http://192.168.1.107:8020/yikuaiwan20150915/js/TouchSlide.1.1.js (14)
[0921/131010:INFO:CONSOLE(0)] "XMLHttpRequest cannot load http://120.26.131.83:81/project/getDetail. No 'Access-Control-Allow-Origin' header is present on the requested resource. Origin 'http://192.168.1.107:8020' is therefore not allowed access.", source: http://192.168.1.107:8020/yikuaiwan20150915/DetailsofAction_subpage.html (0)
[0921/131010:INFO:CONSOLE(490)] "XMLHttpRequest.readyState:4", source: http://192.168.1.107:8020/yikuaiwan20150915/DetailsofAction_subpage.html (490)
[0921/131010:INFO:CONSOLE(491)] "XMLHttpRequest.status:0", source: http://192.168.1.107:8020/yikuaiwan20150915/DetailsofAction_subpage.html (491)
[0921/131034:INFO:CONSOLE(0)] "XMLHttpRequest cannot load http://120.26.131.83:81/project/getDetail. No 'Access-Control-Allow-Origin' header is present on the requested resource. Origin 'http://192.168.1.107:8020' is therefore not allowed access.", source: http://192.168.1.107:8020/yikuaiwan20150915/DetailsofTasks_subpage.html (0)
[0921/131034:INFO:CONSOLE(303)] "XMLHttpRequest.readyState.login:4", source: http://192.168.1.107:8020/yikuaiwan20150915/DetailsofTasks_subpage.html (303)
[0921/131034:INFO:CONSOLE(304)] "XMLHttpRequest.status:0", source: http://192.168.1.107:8020/yikuaiwan20150915/DetailsofTasks_subpage.html (304)
[0921/131106:INFO:CONSOLE(14)] "Uncaught TypeError: Cannot read property 'getElementsByTagName' of undefined", source: http://192.168.1.107:8020/yikuaiwan20150915/js/TouchSlide.1.1.js (14)
[0921/131106:INFO:CONSOLE(0)] "XMLHttpRequest cannot load http://120.26.131.83:81/project/getDetail. No 'Access-Control-Allow-Origin' header is present on the requested resource. Origin 'http://192.168.1.107:8020' is therefore not allowed access.", source: http://192.168.1.107:8020/yikuaiwan20150915/DetailsofAction_subpage.html (0)
[0921/131106:INFO:CONSOLE(490)] "XMLHttpRequest.readyState:4", source: http://192.168.1.107:8020/yikuaiwan20150915/DetailsofAction_subpage.html (490)
[0921/131106:INFO:CONSOLE(491)] "XMLHttpRequest.status:0", source: http://192.168.1.107:8020/yikuaiwan20150915/DetailsofAction_subpage.html (491)
[0921/131116:INFO:CONSOLE(0)] "XMLHttpRequest cannot load http://120.26.131.83:81/project/getDetail. No 'Access-Control-Allow-Origin' header is present on the requested resource. Origin 'http://192.168.1.107:8020' is therefore not allowed access.", source: http://192.168.1.107:8020/yikuaiwan20150915/DetailsofTasks_subpage.html (0)
[0921/131116:INFO:CONSOLE(303)] "XMLHttpRequest.readyState.login:4", source: http://192.168.1.107:8020/yikuaiwan20150915/DetailsofTasks_subpage.html (303)
[0921/131116:INFO:CONSOLE(304)] "XMLHttpRequest.status:0", source: http://192.168.1.107:8020/yikuaiwan20150915/DetailsofTasks_subpage.html (304)
[0921/131119:INFO:CONSOLE(14)] "Uncaught TypeError: Cannot read property 'getElementsByTagName' of undefined", source: http://192.168.1.107:8020/yikuaiwan20150915/js/TouchSlide.1.1.js (14)
[0921/131119:INFO:CONSOLE(0)] "XMLHttpRequest cannot load http://120.26.131.83:81/project/getDetail. No 'Access-Control-Allow-Origin' header is present on the requested resource. Origin 'http://192.168.1.107:8020' is therefore not allowed access.", source: http://192.168.1.107:8020/yikuaiwan20150915/DetailsofTasks_subpage.html (0)
[0921/131119:INFO:CONSOLE(345)] "XMLHttpRequest.readyState.login:4", source: http://192.168.1.107:8020/yikuaiwan20150915/DetailsofTasks_subpage.html (345)
[0921/131119:INFO:CONSOLE(346)] "XMLHttpRequest.status:0", source: http://192.168.1.107:8020/yikuaiwan20150915/DetailsofTasks_subpage.html (346)
[0921/131122:INFO:CONSOLE(14)] "Uncaught TypeError: Cannot read property 'getElementsByTagName' of undefined", source: http://192.168.1.107:8020/yikuaiwan20150915/js/TouchSlide.1.1.js (14)
[0921/131122:INFO:CONSOLE(0)] "XMLHttpRequest cannot load http://120.26.131.83:81/project/getDetail. No 'Access-Control-Allow-Origin' header is present on the requested resource. Origin 'http://192.168.1.107:8020' is therefore not allowed access.", source: http://192.168.1.107:8020/yikuaiwan20150915/DetailsofAction_subpage.html (0)
[0921/131122:INFO:CONSOLE(490)] "XMLHttpRequest.readyState:4", source: http://192.168.1.107:8020/yikuaiwan20150915/DetailsofAction_subpage.html (490)
[0921/131122:INFO:CONSOLE(491)] "XMLHttpRequest.status:0", source: http://192.168.1.107:8020/yikuaiwan20150915/DetailsofAction_subpage.html (491)
[0921/131135:INFO:CONSOLE(14)] "Uncaught TypeError: Cannot read property 'getElementsByTagName' of undefined", source: http://192.168.1.107:8020/yikuaiwan20150915/js/TouchSlide.1.1.js (14)
[0921/131135:INFO:CONSOLE(0)] "XMLHttpRequest cannot load http://120.26.131.83:81/project/getDetail. No 'Access-Control-Allow-Origin' header is present on the requested resource. Origin 'http://192.168.1.107:8020' is therefore not allowed access.", source: http://192.168.1.107:8020/yikuaiwan20150915/DetailsofTasks_subpage.html (0)
[0921/131135:INFO:CONSOLE(345)] "XMLHttpRequest.readyState.login:4", source: http://192.168.1.107:8020/yikuaiwan20150915/DetailsofTasks_subpage.html (345)
[0921/131135:INFO:CONSOLE(346)] "XMLHttpRequest.status:0", source: http://192.168.1.107:8020/yikuaiwan20150915/DetailsofTasks_subpage.html (346)
[0921/131259:INFO:CONSOLE(14)] "Uncaught TypeError: Cannot read property 'getElementsByTagName' of undefined", source: http://192.168.1.107:8020/yikuaiwan20150915/js/TouchSlide.1.1.js (14)
[0921/131259:INFO:CONSOLE(322)] "Uncaught SyntaxError: Unexpected token <", source: http://192.168.1.107:8020/yikuaiwan20150915/DetailsofTasks_subpage.html (322)
[0921/131324:INFO:CONSOLE(14)] "Uncaught TypeError: Cannot read property 'getElementsByTagName' of undefined", source: http://192.168.1.107:8020/yikuaiwan20150915/js/TouchSlide.1.1.js (14)
[0921/131324:INFO:CONSOLE(0)] "XMLHttpRequest cannot load http://120.26.131.83:81/project/getDetail. No 'Access-Control-Allow-Origin' header is present on the requested resource. Origin 'http://192.168.1.107:8020' is therefore not allowed access.", source: http://192.168.1.107:8020/yikuaiwan20150915/DetailsofAction_subpage.html (0)
[0921/131324:INFO:CONSOLE(490)] "XMLHttpRequest.readyState:4", source: http://192.168.1.107:8020/yikuaiwan20150915/DetailsofAction_subpage.html (490)
[0921/131324:INFO:CONSOLE(491)] "XMLHttpRequest.status:0", source: http://192.168.1.107:8020/yikuaiwan20150915/DetailsofAction_subpage.html (491)
[0921/131419:INFO:CONSOLE(14)] "Uncaught TypeError: Cannot read property 'getElementsByTagName' of undefined", source: http://192.168.1.107:8020/yikuaiwan20150915/js/TouchSlide.1.1.js (14)
[0921/131419:INFO:CONSOLE(0)] "XMLHttpRequest cannot load http://120.26.131.83:81/project/getDetail. No 'Access-Control-Allow-Origin' header is present on the requested resource. Origin 'http://192.168.1.107:8020' is therefore not allowed access.", source: http://192.168.1.107:8020/yikuaiwan20150915/DetailsofAction_subpage.html (0)
[0921/131419:INFO:CONSOLE(490)] "XMLHttpRequest.readyState:4", source: http://192.168.1.107:8020/yikuaiwan20150915/DetailsofAction_subpage.html (490)
[0921/131419:INFO:CONSOLE(491)] "XMLHttpRequest.status:0", source: http://192.168.1.107:8020/yikuaiwan20150915/DetailsofAction_subpage.html (491)
[0921/131728:INFO:CONSOLE(14)] "Uncaught TypeError: Cannot read property 'getElementsByTagName' of undefined", source: http://192.168.1.107:8020/yikuaiwan20150915/js/TouchSlide.1.1.js (14)
[0921/131728:INFO:CONSOLE(322)] "Uncaught SyntaxError: Unexpected token <", source: http://192.168.1.107:8020/yikuaiwan20150915/DetailsofTasks_subpage.html (322)
[0921/131737:INFO:CONSOLE(0)] "XMLHttpRequest cannot load http://120.26.131.83:81/project/getDetail. No 'Access-Control-Allow-Origin' header is present on the requested resource. Origin 'http://192.168.1.107:8020' is therefore not allowed access.", source: http://192.168.1.107:8020/yikuaiwan20150915/DetailsofWorks_subpage.html (0)
[0921/131737:INFO:CONSOLE(275)] "XMLHttpRequest.readyState.login:4", source: http://192.168.1.107:8020/yikuaiwan20150915/DetailsofWorks_subpage.html (275)
[0921/131737:INFO:CONSOLE(276)] "XMLHttpRequest.status:0", source: http://192.168.1.107:8020/yikuaiwan20150915/DetailsofWorks_subpage.html (276)
[0921/131743:INFO:CONSOLE(1001)] "在该浏览器下，不支持创建子页面", source: http://192.168.1.107:8020/yikuaiwan20150915/js/mui.min.js (1001)
[0921/131745:INFO:CONSOLE(0)] "XMLHttpRequest cannot load http://120.26.131.83:81/project/getDetail. No 'Access-Control-Allow-Origin' header is present on the requested resource. Origin 'http://192.168.1.107:8020' is therefore not allowed access.", source: http://192.168.1.107:8020/yikuaiwan20150915/DetailsofWorks_subpage.html (0)
[0921/131745:INFO:CONSOLE(275)] "XMLHttpRequest.readyState.login:4", source: http://192.168.1.107:8020/yikuaiwan20150915/DetailsofWorks_subpage.html (275)
[0921/131745:INFO:CONSOLE(276)] "XMLHttpRequest.status:0", source: http://192.168.1.107:8020/yikuaiwan20150915/DetailsofWorks_subpage.html (276)
[0921/131954:INFO:CONSOLE(1001)] "在该浏览器下，不支持创建子页面", source: http://192.168.1.107:8020/yikuaiwan20150915/js/mui.min.js (1001)
[0921/131959:INFO:CONSOLE(1001)] "在该浏览器下，不支持创建子页面", source: http://192.168.1.107:8020/yikuaiwan20150915/js/mui.min.js (1001)
[0921/132003:INFO:CONSOLE(1001)] "在该浏览器下，不支持创建子页面", source: http://192.168.1.107:8020/yikuaiwan20150915/js/mui.min.js (1001)
[0921/132008:INFO:CONSOLE(1001)] "在该浏览器下，不支持创建子页面", source: http://192.168.1.107:8020/yikuaiwan20150915/js/mui.min.js (1001)
[0921/132022:INFO:CONSOLE(0)] "XMLHttpRequest cannot load http://120.26.131.83:81/project/getDetail. No 'Access-Control-Allow-Origin' header is present on the requested resource. Origin 'http://192.168.1.107:8020' is therefore not allowed access.", source: http://192.168.1.107:8020/yikuaiwan20150915/DetailsofWorks_subpage.html (0)
[0921/132022:INFO:CONSOLE(275)] "XMLHttpRequest.readyState.login:4", source: http://192.168.1.107:8020/yikuaiwan20150915/DetailsofWorks_subpage.html (275)
[0921/132022:INFO:CONSOLE(276)] "XMLHttpRequest.status:0", source: http://192.168.1.107:8020/yikuaiwan20150915/DetailsofWorks_subpage.html (276)
[0921/132036:INFO:CONSOLE(14)] "Uncaught TypeError: Cannot read property 'getElementsByTagName' of undefined", source: http://192.168.1.107:8020/yikuaiwan20150915/js/TouchSlide.1.1.js (14)
[0921/132036:INFO:CONSOLE(322)] "Uncaught SyntaxError: Unexpected token <", source: http://192.168.1.107:8020/yikuaiwan20150915/DetailsofTasks_subpage.html (322)
[0921/132224:INFO:CONSOLE(0)] "XMLHttpRequest cannot load http://120.26.131.83:81/project/getDetail. No 'Access-Control-Allow-Origin' header is present on the requested resource. Origin 'http://192.168.1.107:8020' is therefore not allowed access.", source: http://192.168.1.107:8020/yikuaiwan20150915/DetailsofWorks_subpage.html (0)
[0921/132224:INFO:CONSOLE(275)] "XMLHttpRequest.readyState.login:4", source: http://192.168.1.107:8020/yikuaiwan20150915/DetailsofWorks_subpage.html (275)
[0921/132224:INFO:CONSOLE(276)] "XMLHttpRequest.status:0", source: http://192.168.1.107:8020/yikuaiwan20150915/DetailsofWorks_subpage.html (276)
[0921/132247:INFO:CONSOLE(14)] "Uncaught TypeError: Cannot read property 'getElementsByTagName' of undefined", source: http://192.168.1.107:8020/yikuaiwan20150915/js/TouchSlide.1.1.js (14)
[0921/132247:INFO:CONSOLE(322)] "Uncaught SyntaxError: Unexpected token <", source: http://192.168.1.107:8020/yikuaiwan20150915/DetailsofTasks_subpage.html (322)
[0921/132306:INFO:CONSOLE(0)] "XMLHttpRequest cannot load http://120.26.131.83:81/project/getDetail. No 'Access-Control-Allow-Origin' header is present on the requested resource. Origin 'http://192.168.1.107:8020' is therefore not allowed access.", source: http://192.168.1.107:8020/yikuaiwan20150915/DetailsofWorks_subpage.html (0)
[0921/132306:INFO:CONSOLE(275)] "XMLHttpRequest.readyState.login:4", source: http://192.168.1.107:8020/yikuaiwan20150915/DetailsofWorks_subpage.html (275)
[0921/132306:INFO:CONSOLE(276)] "XMLHttpRequest.status:0", source: http://192.168.1.107:8020/yikuaiwan20150915/DetailsofWorks_subpage.html (276)
[0921/132454:INFO:CONSOLE(1001)] "在该浏览器下，不支持创建子页面", source: http://192.168.1.107:8020/yikuaiwan20150915/js/mui.min.js (1001)
[0921/132457:INFO:CONSOLE(14)] "Uncaught TypeError: Cannot read property 'getElementsByTagName' of undefined", source: http://192.168.1.107:8020/yikuaiwan20150915/js/TouchSlide.1.1.js (14)
[0921/132457:INFO:CONSOLE(322)] "Uncaught SyntaxError: Unexpected token <", source: http://192.168.1.107:8020/yikuaiwan20150915/DetailsofTasks_subpage.html (322)
[0921/132510:INFO:CONSOLE(0)] "XMLHttpRequest cannot load http://120.26.131.83:81/project/getDetail. No 'Access-Control-Allow-Origin' header is present on the requested resource. Origin 'http://192.168.1.107:8020' is therefore not allowed access.", source: http://192.168.1.107:8020/yikuaiwan20150915/DetailsofWorks_subpage.html (0)
[0921/132510:INFO:CONSOLE(275)] "XMLHttpRequest.readyState.login:4", source: http://192.168.1.107:8020/yikuaiwan20150915/DetailsofWorks_subpage.html (275)
[0921/132510:INFO:CONSOLE(276)] "XMLHttpRequest.status:0", source: http://192.168.1.107:8020/yikuaiwan20150915/DetailsofWorks_subpage.html (276)
[0921/132518:INFO:CONSOLE(14)] "Uncaught TypeError: Cannot read property 'getElementsByTagName' of undefined", source: http://192.168.1.107:8020/yikuaiwan20150915/js/TouchSlide.1.1.js (14)
[0921/132518:INFO:CONSOLE(0)] "XMLHttpRequest cannot load http://120.26.131.83:81/project/getDetail. No 'Access-Control-Allow-Origin' header is present on the requested resource. Origin 'http://192.168.1.107:8020' is therefore not allowed access.", source: http://192.168.1.107:8020/yikuaiwan20150915/DetailsofWorks_subpage.html (0)
[0921/132518:INFO:CONSOLE(381)] "XMLHttpRequest.readyState.login:4", source: http://192.168.1.107:8020/yikuaiwan20150915/DetailsofWorks_subpage.html (381)
[0921/132518:INFO:CONSOLE(382)] "XMLHttpRequest.status:0", source: http://192.168.1.107:8020/yikuaiwan20150915/DetailsofWorks_subpage.html (382)
[0921/132520:INFO:CONSOLE(14)] "Uncaught TypeError: Cannot read property 'getElementsByTagName' of undefined", source: http://192.168.1.107:8020/yikuaiwan20150915/js/TouchSlide.1.1.js (14)
[0921/132520:INFO:CONSOLE(322)] "Uncaught SyntaxError: Unexpected token <", source: http://192.168.1.107:8020/yikuaiwan20150915/DetailsofTasks_subpage.html (322)
[0921/132547:INFO:CONSOLE(14)] "Uncaught TypeError: Cannot read property 'getElementsByTagName' of undefined", source: http://192.168.1.107:8020/yikuaiwan20150915/js/TouchSlide.1.1.js (14)
[0921/132547:INFO:CONSOLE(322)] "Uncaught SyntaxError: Unexpected token <", source: http://192.168.1.107:8020/yikuaiwan20150915/DetailsofTasks_subpage.html (322)
[0921/132554:INFO:CONSOLE(14)] "Uncaught TypeError: Cannot read property 'getElementsByTagName' of undefined", source: http://192.168.1.107:8020/yikuaiwan20150915/js/TouchSlide.1.1.js (14)
[0921/132554:INFO:CONSOLE(0)] "XMLHttpRequest cannot load http://120.26.131.83:81/project/getDetail. No 'Access-Control-Allow-Origin' header is present on the requested resource. Origin 'http://192.168.1.107:8020' is therefore not allowed access.", source: http://192.168.1.107:8020/yikuaiwan20150915/DetailsofWorks_subpage.html (0)
[0921/132554:INFO:CONSOLE(381)] "XMLHttpRequest.readyState.login:4", source: http://192.168.1.107:8020/yikuaiwan20150915/DetailsofWorks_subpage.html (381)
[0921/132554:INFO:CONSOLE(382)] "XMLHttpRequest.status:0", source: http://192.168.1.107:8020/yikuaiwan20150915/DetailsofWorks_subpage.html (382)
[0921/132702:INFO:CONSOLE(14)] "Uncaught TypeError: Cannot read property 'getElementsByTagName' of undefined", source: http://192.168.1.107:8020/yikuaiwan20150915/js/TouchSlide.1.1.js (14)
[0921/132702:INFO:CONSOLE(0)] "XMLHttpRequest cannot load http://120.26.131.83:81/project/getDetail. No 'Access-Control-Allow-Origin' header is present on the requested resource. Origin 'http://192.168.1.107:8020' is therefore not allowed access.", source: http://192.168.1.107:8020/yikuaiwan20150915/DetailsofWorks_subpage.html (0)
[0921/132702:INFO:CONSOLE(381)] "XMLHttpRequest.readyState.login:4", source: http://192.168.1.107:8020/yikuaiwan20150915/DetailsofWorks_subpage.html (381)
[0921/132702:INFO:CONSOLE(382)] "XMLHttpRequest.status:0", source: http://192.168.1.107:8020/yikuaiwan20150915/DetailsofWorks_subpage.html (382)
[0921/132906:INFO:CONSOLE(14)] "Uncaught TypeError: Cannot read property 'getElementsByTagName' of undefined", source: http://192.168.1.107:8020/yikuaiwan20150915/js/TouchSlide.1.1.js (14)
[0921/132906:INFO:CONSOLE(322)] "Uncaught SyntaxError: Unexpected token <", source: http://192.168.1.107:8020/yikuaiwan20150915/DetailsofTasks_subpage.html (322)
[0921/132910:INFO:CONSOLE(14)] "Uncaught TypeError: Cannot read property 'getElementsByTagName' of undefined", source: http://192.168.1.107:8020/yikuaiwan20150915/js/TouchSlide.1.1.js (14)
[0921/132910:INFO:CONSOLE(0)] "XMLHttpRequest cannot load http://120.26.131.83:81/project/getDetail. No 'Access-Control-Allow-Origin' header is present on the requested resource. Origin 'http://192.168.1.107:8020' is therefore not allowed access.", source: http://192.168.1.107:8020/yikuaiwan20150915/DetailsofAction_subpage.html (0)
[0921/132910:INFO:CONSOLE(490)] "XMLHttpRequest.readyState:4", source: http://192.168.1.107:8020/yikuaiwan20150915/DetailsofAction_subpage.html (490)
[0921/132910:INFO:CONSOLE(491)] "XMLHttpRequest.status:0", source: http://192.168.1.107:8020/yikuaiwan20150915/DetailsofAction_subpage.html (491)
[0921/132917:INFO:CONSOLE(14)] "Uncaught TypeError: Cannot read property 'getElementsByTagName' of undefined", source: http://192.168.1.107:8020/yikuaiwan20150915/js/TouchSlide.1.1.js (14)
[0921/132917:INFO:CONSOLE(0)] "XMLHttpRequest cannot load http://120.26.131.83:81/project/getDetail. No 'Access-Control-Allow-Origin' header is present on the requested resource. Origin 'http://192.168.1.107:8020' is therefore not allowed access.", source: http://192.168.1.107:8020/yikuaiwan20150915/DetailsofAction_subpage.html (0)
